id,date,store_nbr,family,sales,onpromotion
28,2013-01-01,1.0,POULTRY,0.0,0.0
61,2013-01-01,10.0,POULTRY,0.0,0.0
94,2013-01-01,11.0,POULTRY,0.0,0.0
127,2013-01-01,12.0,POULTRY,0.0,0.0
160,2013-01-01,13.0,POULTRY,0.0,0.0
193,2013-01-01,14.0,POULTRY,0.0,0.0
226,2013-01-01,15.0,POULTRY,0.0,0.0
259,2013-01-01,16.0,POULTRY,0.0,0.0
292,2013-01-01,17.0,POULTRY,0.0,0.0
325,2013-01-01,18.0,POULTRY,0.0,0.0
358,2013-01-01,19.0,POULTRY,0.0,0.0
391,2013-01-01,2.0,POULTRY,0.0,0.0
424,2013-01-01,20.0,POULTRY,0.0,0.0
457,2013-01-01,21.0,POULTRY,0.0,0.0
490,2013-01-01,22.0,POULTRY,0.0,0.0
523,2013-01-01,23.0,POULTRY,0.0,0.0
556,2013-01-01,24.0,POULTRY,0.0,0.0
589,2013-01-01,25.0,POULTRY,42.637,0.0
622,2013-01-01,26.0,POULTRY,0.0,0.0
655,2013-01-01,27.0,POULTRY,0.0,0.0
688,2013-01-01,28.0,POULTRY,0.0,0.0
721,2013-01-01,29.0,POULTRY,0.0,0.0
754,2013-01-01,3.0,POULTRY,0.0,0.0
787,2013-01-01,30.0,POULTRY,0.0,0.0
820,2013-01-01,31.0,POULTRY,0.0,0.0
853,2013-01-01,32.0,POULTRY,0.0,0.0
886,2013-01-01,33.0,POULTRY,0.0,0.0
919,2013-01-01,34.0,POULTRY,0.0,0.0
952,2013-01-01,35.0,POULTRY,0.0,0.0
985,2013-01-01,36.0,POULTRY,0.0,0.0
1018,2013-01-01,37.0,POULTRY,0.0,0.0
1051,2013-01-01,38.0,POULTRY,0.0,0.0
1084,2013-01-01,39.0,POULTRY,0.0,0.0
1117,2013-01-01,4.0,POULTRY,0.0,0.0
1150,2013-01-01,40.0,POULTRY,0.0,0.0
1183,2013-01-01,41.0,POULTRY,0.0,0.0
1216,2013-01-01,42.0,POULTRY,0.0,0.0
