"FROZEN.FOODS","LIQUOR.WINE.BEER","MEATS","POULTRY","PREPARED.FOODS"
0.951658876614035,-0.443476048902835,2.26400153534547,1.55117031119973,2.17438913811202
-0.407245622848885,-0.298052858174273,-0.481265873422875,-0.422213795311229,-0.75002826102739
-0.229082917754425,-0.134178011532524,0.517106082896009,-0.159747418544164,0.0950805208376501
-0.0916309752033646,0.197296475463078,-0.156033025657138,-0.0406688010232681,0.10332888489127
0.100085656932746,-0.822336382867834,0.115947807529246,0.214031621923407,0.208007824988056
-0.319178260219478,0.132180384932275,-0.367720360955857,-0.536504825281142,-0.849279850048531
-0.339392054392286,-1.00076894253219,-0.297664561803089,-0.402564001577552,-0.416410216493048
-0.16664989744907,-0.669888537060694,0.274624711295538,-0.193951540376358,-0.0493025527076165
-0.377442491650164,-0.60207122555849,-0.517775412701419,-0.380652928028544,-0.466857309586226
-0.00165635793036429,0.313207191684966,0.537923114723093,0.0943789132729359,0.113207371566672
-0.12708346021081,0.381483728729838,-0.229217190696239,-0.107169754372306,0.283541146557517
0.262429433746875,-0.411695222913232,0.163547516356375,0.401802996828563,0.445759957119746
-0.148227689293162,0.554615147536063,-0.529183563109029,-0.472391127775836,-0.698103321988822
-0.131841877909292,-0.509593769345383,0.663534345336197,-0.0478448723808711,-0.04275707501722
-0.352323378269081,-1.11601148614964,-0.63141721420153,-0.380468019551925,-0.271861754768563
-0.118034656174171,0.0402998232011083,-0.146313892408171,-0.171397681656415,-0.244426818347066
-0.0518235904662616,0.31530771975741,0.460258345792574,0.0705581718228671,0.0856819442826036
-0.04299809097919,0.572841489007499,-0.150490231017559,0.0622816783335855,0.418588517862415
0.266297966039377,-0.33859201263776,0.0527321186009692,0.285023019463225,0.237205719250603
-0.17748000238913,0.406477626272592,-0.47395904593064,-0.386016604844122,-0.53958025218368
-0.11869266191135,-0.372877095273301,-0.0239692183653816,-0.235597181352063,-0.148615387082996
-0.0730131407352779,-0.51298322499938,-0.0537099278879829,-0.0223280515511584,0.108750229295511
-0.177263282732042,0.022584715483996,-0.0610991986992096,-0.121720414980061,-0.0540714585967544
0.0165033333714055,0.437101014655321,0.407194375874615,0.191791129040159,0.140766562566305
0.00534794168569962,0.595014721254727,0.111788530614999,0.085238366199952,0.531638265639901
0.247990633605946,-0.419627762080937,-0.0724856042661594,0.215054409747171,0.257398991692988
-0.128414984589523,0.559488852745255,-0.48915150326315,-0.351618573428585,-0.544446997938972
-0.0972798196187956,-0.290327299553079,-0.00486150905859486,-0.152635103166032,-0.0335544419912907
-0.0181229440949683,-0.266488454645476,-0.0904914899089951,-0.0130013553742005,0.171841745176563
-0.0283124833141852,0.186015200631069,0.189727884771005,0.020915563677366,-0.0473041681290258
-0.0157060749552984,0.273944695703491,0.672238877218612,0.402983502423234,0.275362115948095
-0.0280974271337532,0.697144775417437,0.146080535787366,0.0108309267836478,0.291767753166483
0.0145309665041451,-0.92574894995837,-0.352220040700062,-0.01174557244623,-0.0912625648763173
-0.187678286954833,0.441226927236648,-0.169520662045646,-0.476601834523637,-0.531117289322104
-0.239168721061175,-0.648028786125968,-0.356361850638333,-0.316862063559316,-0.323562922823304
-0.0427503869821543,-0.0604059305160119,0.23926792506767,-0.126850740165631,0.0359431945039176
-0.249850331859836,-0.163161323379263,-0.389841971454725,-0.248494992050638,-0.337174668475997
